Name;Platform;Genre;Global_Sales;User_Score;User_Count;Rating;;
The Incredibles: Rise of the Underminer;GBA;Action;0.4;tbd;;E;;
Life is Strange;PS4;Adventure;0.4;8.6;672;M;;
Pet in TV;PS;Strategy;0.4;;;;;
Battalion Wars;GC;Strategy;0.4;8.8;18;T;;
NBA ShootOut 2000;PS;Sports;0.4;;;;;
Power Rangers: Dino Thunder;GC;Action;0.4;tbd;;E;;
Samurai Shodown;SNES;Fighting;0.4;;;;;
Mass Effect Trilogy;X360;Action;0.4;7.4;30;M;;
The Wonderful 101;WiiU;Action;0.4;8.5;495;T;;
SpongeBob SquigglePants;Wii;Misc;0.4;tbd;;E;;
Fighting Vipers;SAT;Fighting;0.4;;;;;
Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009;DS;Action;0.4;;;;;
NCAA GameBreaker 2000;PS;Sports;0.4;;;;;
Asura's Wrath;PS3;Action;0.4;7.4;169;T;;
The Legend of Spyro: Dawn of the Dragon;PS2;Platform;0.4;7.1;25;E10+;;
AKB1/48: Idol to Guam de Koishitara...;PSP;Misc;0.4;;;;;
NFL Quarterback Club 2000;N64;Sports;0.4;;;;;
Mortal Kombat Mythologies: Sub-Zero;N64;Fighting;0.4;;;;;
RR64: Ridge Racer 64;N64;Racing;0.4;;;;;
Top Gear Rally;N64;Racing;0.4;;;;;
18 Wheeler: American Pro Trucker;PS2;Racing;0.4;5.7;18;E;;
Transformers: Revenge of the Fallen (XBox 360; PS3;PSP;0;;;;;
Wall-E;PS3;Platform;0.4;5;7;E;;
Atari Anthology;PS2;Misc;0.4;4.3;6;E;;
FIFA 14;PC;Sports;0.4;4.6;441;E;;
Bugs Bunny: Lost in Time;PS;Platform;0.4;;;;;
Hot Wheels: Beat That!;PS2;Racing;0.4;tbd;;E;;
MLB 2006;PS2;Sports;0.4;9;21;E;;
Ragnarok Odyssey;PSV;Role-Playing;0.4;7.8;111;T;;
Brunswick Pro Bowling;PS2;Sports;0.4;tbd;;E;;
The Gunstringer;X360;Shooter;0.4;8.1;40;T;;
Rocket Power: Dream Scheme;GBA;Action;0.4;;;;;
Marvel: Ultimate Alliance;Wii;Role-Playing;0.4;7.3;29;T;;
LEGO Harry Potter: Years 5-7;3DS;Action;0.4;6.5;11;E10+;;
My Virtual Tutor: Reading Adventure First to Second Grade;DS;Misc;0.4;;;;;
MX vs. ATV Unleashed;XB;Racing;0.4;8.3;13;E;;
FIFA Soccer 13;PC;Action;0.4;6.6;286;E;;
Rampage: Total Destruction;GC;Action;0.4;6.7;6;E10+;;
Style Lab: Makeover;DS;Simulation;0.4;tbd;;E;;
The Urbz: Sims in the City;GC;Simulation;0.4;8.4;16;T;;
Road Rash: Jailbreak;PS;Racing;0.4;;;;;
Disney Sing It! High School Musical 3: Senior Year;PS3;Misc;0.4;;;;;
Mother 3;GBA;Role-Playing;0.4;;;;;
Nicktoons: Freeze Frame Frenzy;GBA;Action;0.4;tbd;;E;;
Monster Trucks Mayhem;Wii;Racing;0.4;tbd;;E;;
You Don't Know Jack;PS;Misc;0.4;;;;;
Rapala Pro Bass Fishing 2010;X360;Sports;0.4;tbd;;E;;
WWE SmackDown! vs. RAW 2006;PSP;Fighting;0.4;8.5;37;T;;
Mafia II;PC;Action;0.4;7.9;1238;M;;
Avatar: The Game;DS;Action;0.4;;;;;
Mystery Dungeon: Shiren the Wanderer;SNES;Role-Playing;0.4;;;;;
Pro Evolution Soccer 2016;PS3;Sports;0.4;7.2;40;E;;
Star Wars: Clone Wars;GC;Shooter;0.4;;;;;
NBA Live 2002;XB;Sports;0.4;7.5;6;E;;
Sega Superstars Tennis;PS3;Sports;0.4;7.4;7;E10+;;
Spore Hero;Wii;Simulation;0.4;7.1;36;E10+;;
Winter Sports 2: The Next Challenge;Wii;Sports;0.4;tbd;;E;;
Boku no Natsuyasumi;PS;Adventure;0.4;;;;;
I-Ninja;PS2;Platform;0.4;8.3;22;T;;
Transformers: The Game (XBox 360; PS2; Wii & PC Versions);0.03;0.4;;;;
Moshi Monsters: Moshlings Theme Park;DS;Misc;0.4;tbd;;E;;
Ghostbusters: The Video Game;DS;Action;0.4;6;7;E;;
Command & Conquer;PS;Strategy;0.4;;;;;
Harvest Moon: Save the Homeland;PS2;Simulation;0.4;8.8;72;E;;
SD Gundam G Generation Seed;PS2;Strategy;0.4;;;;;
Call of Duty: Finest Hour;GC;Shooter;0.4;8.9;13;T;;
Naruto: Path of the Ninja;DS;Role-Playing;0.4;7.2;9;E10+;;
Tales of Phantasia;SNES;Role-Playing;0.4;;;;;
Speed Racer: The Videogame;Wii;Racing;0.4;;;;;
Castlevania: Portrait of Ruin;DS;Platform;0.4;8.3;87;T;;
Suzuki TT Superbikes;PS2;Racing;0.4;8.5;8;E;;
Rumble Roses;PS2;Fighting;0.39;8.5;20;M;;
Disney Infinity 3.0;X360;Action;0.39;;;;;
Tomb Raider: Anniversary;X360;Action;0.39;8.3;39;T;;
Sherlock Holmes: The Mystery of the Mummy;DS;Adventure;0.39;3.1;9;E;;
Fantastic Four: Rise of the Silver Surfer;PS2;Action;0.39;6.4;17;T;;
Ultimate Spider-Man;XB;Action;0.39;7.4;20;T;;
Littlest Pet Shop;Wii;Simulation;0.39;tbd;;E;;
Juiced 2: Hot Import Nights;PS2;Racing;0.39;6.7;10;T;;
Star Wars The Clone Wars: Republic Heroes;DS;Action;0.39;5.3;4;E10+;;
NHL 99;N64;Sports;0.39;;;;;
LEGO The Lord of the Rings;3DS;Action;0.39;7.6;10;E10+;;
Danball Senki;PSP;Role-Playing;0.39;;;;;
No More Heroes 2: Desperate Struggle;Wii;Action;0.39;8.8;184;M;;
NASCAR Heat;PS;Racing;0.39;tbd;;E;;
Planet 51;DS;Action;0.39;tbd;;E;;
Bloody Roar;PS;Fighting;0.39;;;;;
Bump 'n' Jump;2600;Racing;0.39;;;;;
Mobile Suit Gundam: Lost War Chronicles;PS2;Shooter;0.39;;;;;
Legends of WrestleMania;X360;Fighting;0.39;6.3;23;T;;
Fishing Resort;Wii;Sports;0.39;7;8;E;;
Disney's Brother Bear;GBA;Action;0.39;tbd;;E;;
Armored Core V;PS3;Simulation;0.39;7.3;47;T;;
NBA Live 09;PS2;Sports;0.39;7.4;14;E;;
Saints Row IV;PS4;Action;0.39;;;;;
Mass Effect 2;PC;Role-Playing;0.39;8.8;3559;M;;
Harry Potter and the Deathly Hallows - Part 1;PS3;Action;0.39;2.8;23;T;;
The House of The Dead III;XB;Shooter;0.39;7.3;9;M;;
Project X Zone;3DS;Role-Playing;0.39;7.3;146;T;;
NBA Jam;PS3;Sports;0.39;5.7;14;E;;
Fire Emblem: Fuuin no Tsurugi;GBA;Role-Playing;0.39;;;;;
Dishonored;PS4;Action;0.39;;;;;
Dark Souls III;XOne;Role-Playing;0.39;8.6;514;;;
NBA Jam;X360;Sports;0.39;7;24;E;;
Dancing with the Stars: We Dance!;DS;Misc;0.39;;;;;
NBA Live 09;PSP;Sports;0.39;7.3;8;E;;
Ener-G: Gym Rockets;DS;Sports;0.39;tbd;;E;;
Laser Blast;2600;Action;0.39;;;;;
Madden NFL Football;3DS;Sports;0.39;5.3;16;E;;
Thrasher Presents: Skate and Destroy;PS;Sports;0.39;;;;;
Are You Smarter than a 5th Grader? Make the Grade;DS;Misc;0.39;tbd;;E;;
Donkey Konga 2;GC;Misc;0.39;6;9;T;;
SpongeBob's Truth or Square (US sales);PSP;Action;0.39;;;;;
Tear Ring Saga Yutona Eiyuu Senki;PS;Role-Playing;0.39;;;;;
Transformers: Fall of Cybertron;PS3;Action;0.39;8.2;87;T;;
Alpha Protocol;X360;Role-Playing;0.39;7.2;201;M;;
Metal Gear Solid HD Edition;PSV;Action;0.39;;;;;
FIFA 12;3DS;Sports;0.39;;;;;
Taiko no Tatsujin Wii: Ketteiban;Wii;Misc;0.39;;;;;
SSX 3;XB;Sports;0.39;8.7;25;E;;
Combat of Giants: Dinosaurs 3D;3DS;Strategy;0.39;5.3;9;E10+;;
Madden NFL 2005;GBA;Sports;0.39;7.6;5;E;;
All-Star Baseball 2000;N64;Sports;0.39;;;;;
Custom Robo V2;N64;Fighting;0.39;;;;;
Extreme-G: XG2;N64;Racing;0.39;;;;;
BattleTanx: Global Assault;N64;Action;0.39;;;;;
Final Fantasy Crystal Chronicles: The Crystal Bearers;Wii;Action;0.39;7.6;70;T;;
SpongeBob's Truth or Square (US sales);Wii;Action;0.39;;;;;
Until Dawn: Rush of Blood;PS4;Adventure;0.39;8;68;M;;
Chibi-Robo! Plug into Adventure!;GC;Adventure;0.39;;;;;
Sonic Lost World;WiiU;Platform;0.39;7.3;461;E10+;;
Super Monkey Ball: Step & Roll;Wii;Action;0.39;;;;;
Skylanders SWAP Force;PS4;Platform;0.39;5.2;45;E10+;;
Iron Man 2;PS3;Action;0.39;5.2;36;T;;
Jampack Winter 2003 (RP-T);PS2;Misc;0.39;;;;;
Star Wars The Clone Wars: Republic Heroes;X360;Action;0.39;6.3;19;T;;
Monster Jam: Urban Assault;DS;Racing;0.39;tbd;;E;;
Kengo: Master of Bushido;PS2;Fighting;0.39;8.4;8;M;;
Blood Omen 2;PS2;Action;0.39;8.8;19;M;;
Monopoly Streets;PS3;Misc;0.39;6.1;9;E;;
Super Fire ProWrestling;SNES;Fighting;0.39;;;;;
Cabela's Dangerous Hunts 2;PS2;Sports;0.39;5.6;14;T;;
Condemned 2: Bloodshot;PS3;Action;0.39;8.1;89;M;;
Disney Princess: Enchanting Storybooks;Wii;Misc;0.39;tbd;;E;;
Chessmaster;PS2;Misc;0.39;7.3;13;E;;
Fatal Fury;SNES;Fighting;0.39;;;;;
From TV Animation One Piece: Yume no Lufy Kaizokudan Tanjou!;GB;Role-Playing;0.39;;;;;
The Darkness II;X360;Shooter;0.39;7.5;219;M;;
Ice Age 2: The Meltdown;PS2;Platform;0.39;8;6;E10+;;
The Sims 2;GBA;Simulation;0.39;7.5;6;E10+;;
Hitman: Blood Money;X360;Action;0.39;8.7;102;M;;
Super Famista 3;SNES;Sports;0.39;;;;;
Advance Wars: Dual Strike;DS;Strategy;0.39;9;163;E;;
Auto Modellista;PS2;Racing;0.39;7.5;13;E;;
WipeOut 3 The Game;Wii;Action;0.39;;;;;
MLB 15: The Show;PS3;Sports;0.39;8.2;6;E;;
Tom Clancy's Ghost Recon 2: Summit Strike;XB;Shooter;0.39;7.2;35;T;;
Tiger Woods PGA Tour 08;PS2;Sports;0.39;tbd;;E;;
F1 2016 (Codemasters);PS4;Racing;0.39;;;;;
Just Dance 2015;PS4;Misc;0.39;5.8;32;E10+;;
Robert Ludlum's The Bourne Conspiracy;PS3;Action;0.39;7.6;43;T;;
Samurai Warriors Chronicles;3DS;Action;0.39;7.7;35;T;;
Karaoke Revolution Presents American Idol Encore;PS2;Misc;0.39;tbd;;E;;
Airlock;2600;Action;0.39;;;;;
Tokimeki Memorial 2;PS;Simulation;0.39;;;;;
Hooked! Again: Real Motion Fishing;Wii;Sports;0.39;;;;;
SpongeBob vs The Big One: Beach Party Cook Off;DS;Adventure;0.39;tbd;;E;;
One Piece: Unlimited World Red;3DS;Action;0.39;7.6;26;T;;
EA Sports Active 2;X360;Sports;0.39;5.4;9;E;;
MotoGP 08;PS3;Racing;0.39;6;9;E;;
Red Faction: Armageddon;X360;Shooter;0.39;7;77;M;;
Harry Potter: Quidditch World Cup;GBA;Sports;0.39;8.3;9;E;;
Dungeon Siege III;PS3;Role-Playing;0.39;6.3;86;T;;
Evil Dead: Fistfull of Boomstick;PS2;Action;0.38;;;;;
Silent Hill: Homecoming;PS3;Action;0.38;6.9;143;M;;
Triple Play 97;PS;Sports;0.38;;;;;
Sonic & All-Stars Racing Transformed;PSV;Racing;0.38;;;;;
Super Soccer;SNES;Sports;0.38;;;;;
Shin Megami Tensei: Nocturne;PS2;Role-Playing;0.38;8.7;83;M;;
Wario Land II (GBC);GB;Platform;0.38;;;;;
San Francisco Rush: Extreme Racing;PS;Racing;0.38;;;;;
Bakusou Dekotora Densetsu: Otoko Ippiki Yume Kaidoi;PS;Racing;0.38;;;;;
Farming Simulator 2013;X360;Simulation;0.38;6.2;30;E;;
ESPN College Hoops 2K5;XB;Sports;0.38;8.3;11;E;;
Looney Tunes: Acme Arsenal;PS2;Action;0.38;3.9;7;E10+;;
SD Gundam G Generation Spirits;PS2;Strategy;0.38;;;;;
Dance Party: Pop Hits;Wii;Misc;0.38;;;;;
Marvel: Ultimate Alliance;PS3;Role-Playing;0.38;7.6;49;T;;
The Cat in the Hat;GBA;Platform;0.38;;;;;
Diner Dash: Sizzle & Serve;DS;Puzzle;0.38;;;;;
Shin Megami Tensei: Devil Survivor Overclocked;3DS;Role-Playing;0.38;8.2;97;T;;
NFL GameDay 2002;PS2;Sports;0.38;4.6;5;E;;
Naruto: Clash of Ninja Revolution 2;Wii;Fighting;0.38;8.4;16;T;;
Turok: Evolution;GC;Shooter;0.38;7;21;M;;
NCAA Football 08;PS3;Sports;0.38;7.9;28;E;;
Jam Sessions: Sing and Play Guitar (US sales);DS;Misc;0.38;;;;;
Mobile Suit Gundam: Giren no Yabou Zeon Dokuritsu Sensouden;PS2;Strategy;0.38;;;;;
Ice Age;GBA;Action;0.38;tbd;;E;;
Sega Superstars Tennis;PS2;Sports;0.38;8.3;4;E10+;;
Headhunter;PS2;Action;0.38;7.8;19;M;;
FIFA 14;Wii;Sports;0.38;4.3;19;E;;
Yoshi Touch & Go;DS;Platform;0.38;;;;;
Viking: Battle for Asgard;PS3;Action;0.38;7.4;32;M;;
Rock Band 4;PS4;Misc;0.38;6.3;87;T;;
Shin Megami Tensei: Devil Summoner;SAT;Role-Playing;0.38;;;;;
Junior Classic Games;DS;Misc;0.38;tbd;;E;;
Marvel Nemesis: Rise of the Imperfects;GC;Fighting;0.38;5.7;24;T;;
ESPN Extreme Games;PS;Sports;0.38;;;;;
Brunswick Pro Bowling;Wii;Sports;0.38;5.4;23;E;;
Ninja: Shadow of Darkness;PS;Action;0.38;;;;;
Wolfenstein: The New Order;X360;Shooter;0.38;7.4;98;M;;
SD Gundam G Generation-F;PS;Strategy;0.38;;;;;
Bratz: Rock Angelz;PS2;Misc;0.38;5.1;7;E;;
FlatOut;PS2;Racing;0.38;8.5;16;T;;
Phoenix Wright: Ace Attorney - Dual Destinies;3DS;Adventure;0.38;;;;;
Battlefield 1;PC;Shooter;0.38;7.6;1137;M;;
SSX 3;GC;Sports;0.38;8.7;45;E;;
Metal Gear Solid: Snake Eater 3D;3DS;Action;0.38;7.8;167;M;;
Raving Rabbids: Travel in Time 3D;3DS;Platform;0.38;;;;;
NCAA Football 11;PS2;Sports;0.38;tbd;;E;;
Lilo & Stitch 2: Hämsterviel Havoc;GBA;Action;0.38;;;;;
LocoRoco;PSP;Platform;0.38;8.7;89;E;;
Risk: Global Domination;PS2;Strategy;0.38;8.8;25;T;;
Deus Ex: Mankind Divided;PS4;Role-Playing;0.38;7.6;511;M;;
Mobile Suit Gundam version 2.0;PS;Action;0.38;;;;;
FIFA 17;X360;Sports;0.38;1.7;23;E;;
Grandia Xtreme;PS2;Role-Playing;0.38;6.5;15;T;;
Tamagotchi Connection: Corner Shop 3;DS;Simulation;0.38;tbd;;E;;
Silent Scope;PS2;Shooter;0.38;tbd;;M;;
Final Fantasy Adventure;GB;Role-Playing;0.38;;;;;
Dora The Explorer: Dora Saves the Snow Princess;PS2;Platform;0.38;tbd;;E;;
The Incredible Hulk;PS2;Action;0.38;6;5;T;;
Mercenaries 2: World in Flames;PS2;Shooter;0.38;7.4;31;T;;
Saints Row: The Third;PC;Action;0.38;8.1;1263;M;;
Ghost Trick: Phantom Detective;DS;Adventure;0.38;9;127;T;;
Tokimeki Memorial: Forever with You;SAT;Simulation;0.38;;;;;
MediEvil II;PS;Action;0.38;;;;;
Hunter: The Reckoning;XB;Action;0.38;8.9;20;M;;
MX vs. ATV Untamed;PS2;Racing;0.38;8.2;5;E;;
Rogue Trip: Vacation 2012;PS;Racing;0.38;;;;;
Phantasy Star Ø;DS;Role-Playing;0.38;;;;;
Dawn of Discovery;PC;Simulation;0.38;8.8;132;T;;
Dai-4-Ji Super Robot Taisen;SNES;Strategy;0.38;;;;;
Tales of Hearts;PSV;Role-Playing;0.38;;;;;
Get Fit with Mel B;PS3;Sports;0.38;5.8;4;E;;
Ice Age: Dawn of the Dinosaurs;DS;Action;0.38;tbd;;E;;
Pokemon Channel;GC;Adventure;0.38;6;22;E;;
Taiko no Tatsujin Portable DX;PSP;Misc;0.38;;;;;
Etrian Odyssey IV: Legends of the Titans;3DS;Role-Playing;0.38;;;;;
Sesame Street: Elmo's A-to-Zoo Adventure;Wii;Misc;0.38;tbd;;EC;;
Iron Man 2;PSP;Action;0.38;tbd;;T;;
Moto Racer World Tour;PS;Racing;0.38;;;;;
Virtua Tennis 2009;PS3;Sports;0.38;6.3;21;E;;
The Dog Island;Wii;Adventure;0.38;8.1;12;E;;
NCAA Final Four 2000;PS;Sports;0.38;;;;;
Madagascar: Escape 2 Africa;PS2;Action;0.38;5.8;6;E;;
Hangman;2600;Puzzle;0.38;;;;;
Need for Speed: Nitro;DS;Racing;0.38;6.3;7;E10+;;
Naruto Shippuden: Ultimate Ninja Heroes 3;PSP;Fighting;0.38;6.6;19;T;;
Tiger Woods PGA Tour 08;PSP;Sports;0.38;tbd;;E;;
Cabela's Dangerous Hunts 2009;Wii;Sports;0.38;4.5;6;T;;
Petz Rescue: Wildlife Vet;DS;Simulation;0.38;tbd;;E;;
Dancing with the Stars: We Dance!;Wii;Misc;0.38;;;;;
Age of Empires III;PC;Strategy;0.38;7.7;519;T;;
Madden NFL 11;PSP;Sports;0.38;tbd;;E;;
Gravitar;2600;Action;0.38;;;;;
EyeToy Play 2;PS2;Misc;0.38;7;9;E10+;;
Mobile Suit Gundam: Extreme VS Full Boost;PS3;Fighting;0.38;;;;;
Dance Dance Revolution Ultramix 3;XB;Simulation;0.38;8.6;8;E10+;;
LEGO Marvel Super Heroes;DS;Action;0.38;4.8;5;E10+;;
WWE SmackDown vs. Raw 2011;PS2;Fighting;0.38;7.8;12;T;;
Pro Evolution Soccer 2011 3D;3DS;Sports;0.38;6.7;18;E;;
Just Dance 2014;PS3;Misc;0.38;7.1;25;E10+;;
Wii Sports Club;WiiU;Sports;0.38;7;106;E10+;;
Harry Potter and the Prisoner of Azkaban;GC;Action;0.38;7.3;8;E;;
Paws & Claws: Pampered Pets;DS;Simulation;0.38;;;;;
Puppy Palace;DS;Simulation;0.38;tbd;;E;;
Peppa Pig: The Game;Wii;Misc;0.37;;;;;
Skylanders Giants;WiiU;Action;0.37;6.9;22;E10+;;
GRID 2;PS3;Racing;0.37;6.6;173;E;;
Solaris;2600;Shooter;0.37;;;;;
Resident Evil Zero;PS4;Action;0.37;;;;;
Super Dragon Ball Z;PS2;Fighting;0.37;5.8;21;T;;
Scooby-Doo! and the Spooky Swamp;DS;Action;0.37;;;;;
Petz Rescue: Ocean Patrol;DS;Adventure;0.37;tbd;;E;;
The Golden Compass;PSP;Action;0.37;4.1;7;E10+;;
Tobal 2;PS;Fighting;0.37;;;;;
Farming Simulator 2015;PS3;Simulation;0.37;;;;;
NBA 2K10;Wii;Sports;0.37;8.6;11;E;;
Persona 5;PS4;Role-Playing;0.37;;;;;
Disney Sing It;PS3;Misc;0.37;3.5;6;E;;
Tiger Woods PGA Tour 09;PS2;Sports;0.37;4.3;11;E;;
Ultimate Spider-Man;GC;Action;0.37;7.2;21;T;;
NBA Inside Drive 2002;XB;Sports;0.37;tbd;;E;;
Major League Baseball 2K6;X360;Sports;0.37;3.9;37;E;;
Imagine: Party Babyz;Wii;Simulation;0.37;6.1;18;E;;
LEGO Star Wars III: The Clone Wars;PSP;Action;0.37;tbd;;E10+;;
NBA 2K7;PS3;Sports;0.37;7.4;8;E;;
Kileak: The DNA Imperative;PS;Shooter;0.37;;;;;
Petz: Catz 2;PS2;Simulation;0.37;tbd;;E;;
Just Dance 4;WiiU;Misc;0.37;7.8;37;E10+;;
Phantasy Star Portable 2: Infinity;PSP;Role-Playing;0.37;;;;;
Monsters; Inc. Scream Arena;2002;0.01;7;4.7;Radical Entertainment;E;
Reel Fishing III;PS2;Sports;0.37;7.8;19;E;;
Cabela's Deer Hunt 2005 Season;PS2;Sports;0.37;8.7;15;T;;
Monster Jam: Path of Destruction;DS;Racing;0.37;tbd;;E;;
Need for Speed: Hot Pursuit;PC;Racing;0.37;6.7;556;E10+;;
Rampage: Total Destruction;PS2;Action;0.37;7;15;E10+;;
High Heat Major League Baseball 2003;PS2;Sports;0.37;7.9;7;E;;
Trivial Pursuit;X360;Misc;0.37;6.4;9;E;;
Super Formation Soccer 94;SNES;Sports;0.37;;;;;
Kingdom Under Fire: Circle of Doom;X360;Role-Playing;0.37;5.9;49;M;;
Panzer Dragoon;SAT;Shooter;0.37;;;;;
Spider-Man: Friend or Foe;PS2;Action;0.37;8.3;19;E10+;;
Yarudora Series Vol.1: Double Cast;PS;Adventure;0.37;;;;;
Rec Room Games;Wii;Sports;0.37;tbd;;E;;
EA Sports MMA;PS3;Fighting;0.37;6.9;38;T;;
Guitar Hero On Tour: Modern Hits;DS;Misc;0.37;6.3;7;E10+;;
Quake 4;X360;Shooter;0.37;6.7;80;M;;
Tiger Woods PGA Tour 14;PS3;Sports;0.37;3.8;26;E;;
Skate;PS3;Sports;0.37;8.2;57;T;;
Cabela's Big Game Hunter 2012;Wii;Sports;0.37;tbd;;T;;
Fushigi no Dungeon: Furai no Shiren 2 - Oni Shuurai! Shiren Shiro!;N64;Role-Playing;0.37;;;;;
Turok: Rage Wars;N64;Shooter;0.37;;;;;
Scooby-Doo! Classic Creep Capers;N64;Action;0.37;;;;;
Rage;PC;Shooter;0.37;5.2;1618;M;;
Dragonfire;2600;Action;0.37;;;;;
Custom Robo;GC;Role-Playing;0.37;8.1;27;T;;
Prince of Persia: The Forgotten Sands;PSP;Action;0.37;7.4;14;T;;
BioShock The Collection;PS4;Shooter;0.37;8.5;210;M;;
Theatrhythm Final Fantasy: Curtain Call;3DS;Misc;0.37;8.2;66;T;;
DiRT 2;Wii;Racing;0.37;5.5;22;E10+;;
Pac-Man World 2;GC;Action;0.37;8.3;19;E;;
Kotoba no Puzzle: Mojipittan DS;DS;Puzzle;0.37;;;;;
Tomb Raider: Legend;X360;Action;0.37;7.3;84;T;;
Rocket League;PS4;Sports;0.37;8.7;1290;E;;
The BIGS;Wii;Sports;0.37;7.1;14;E;;
Barbie Horse Adventures: Blue Ribbon Race;GBA;Sports;0.37;;;;;
Destiny: The Taken King;PS3;Shooter;0.37;5.5;81;T;;
Skylanders: SuperChargers;PS3;Action;0.37;4.2;6;E10+;;
The Legend of Spyro: A New Beginning;DS;Platform;0.37;6.8;8;E;;
Imagine: Salon Stylist;DS;Simulation;0.37;tbd;;E;;
Juiced 2: Hot Import Nights;PSP;Racing;0.37;7.8;11;T;;
Slime MoriMori Dragon Quest: Shougeki No Shippo Dan;GBA;Adventure;0.37;;;;;
Dungeon Siege III;X360;Role-Playing;0.37;5.9;102;T;;
Hell's Kitchen: The Game;DS;Simulation;0.37;;;;;
DiRT Rally;PS4;Racing;0.37;8.1;196;E;;
NFL Street 2 Unleashed;PSP;Sports;0.37;7.4;14;E;;
Super Robot Taisen EX;SNES;Strategy;0.37;;;;;
FIFA Street 2;PS2;Sports;0.37;7.7;42;E;;
Virtua Tennis 2009;Wii;Sports;0.37;7.7;21;E;;
Overlord: Dark Legend;Wii;Action;0.37;7.9;15;T;;
Bottom of the 9th;N64;Sports;0.37;;;;;
The Legend of Spyro: The Eternal Night;DS;Platform;0.37;2.7;6;E;;
Shin Megami Tensei II;SNES;Role-Playing;0.37;;;;;
Harry Potter and the Order of the Phoenix;PSP;Action;0.37;7.6;20;E10+;;
Wanted: Weapons of Fate;X360;Shooter;0.37;7.5;26;M;;
Xenosaga Episode III: Also sprach Zarathustra;PS2;Role-Playing;0.37;9;59;T;;
Skylanders: Trap Team;XOne;Action;0.37;;;;;
Rune Factory: Frontier;Wii;Role-Playing;0.37;8.5;39;E10+;;
Virtua Fighter 3tb;DC;Fighting;0.37;;;;;
Medieval II: Total War Gold Edition;PC;Strategy;0.37;8;9;T;;
Mini Ninjas;Wii;Action;0.37;8.3;12;E10+;;
Naruto Shippuden: Ninja Destiny 2;DS;Fighting;0.37;5.7;11;T;;
Mini-Yonku GB: Let's & Go!!;GB;Strategy;0.37;;;;;
Scribblenauts: Unlimited;WiiU;Action;0.37;7.4;109;E10+;;
The House of the Dead: Overkill - Extended Cut;PS3;Shooter;0.37;;;;;
Marvel: Ultimate Alliance;PSP;Role-Playing;0.37;7.5;14;T;;
The Sims 2: Castaway;PS2;Simulation;0.37;8;15;T;;
NCAA Football 07;PSP;Sports;0.37;7.9;11;E;;
Batman: Arkham City;WiiU;Action;0.36;;;;;
NBA Live 2003;XB;Sports;0.36;8.8;6;E;;
Fragile Dreams: Farewell Ruins of the Moon;Wii;Role-Playing;0.36;8.3;63;T;;
GoldenEye: Rogue Agent;GC;Shooter;0.36;6.7;14;T;;
Need for Speed: The Run;PC;Action;0.36;5.8;338;T;;
Zero4 Champ RR;SNES;Sports;0.36;;;;;
Dragon Ball Z: Infinite World;PS2;Fighting;0.36;7.9;37;T;;
Elite Beat Agents;DS;Misc;0.36;8.6;105;E10+;;
Nonomura Byoin no Hitobito;SAT;Adventure;0.36;;;;;
ESPN X Games Skateboarding;PS2;Sports;0.36;7.8;14;E;;
Sid Meier's Civilization: Beyond Earth;PC;Strategy;0.36;5.5;1027;E10+;;
NHL 15;PS3;Sports;0.36;1.6;45;E10+;;
Castlevania: Order of Ecclesia;DS;Platform;0.36;8.7;111;T;;
Build-A-Bear Workshop: A Friend Fur All Seasons;Wii;Simulation;0.36;tbd;;E;;
Dreamworks Madagascar Kartz;DS;Racing;0.36;tbd;;E;;
Left 4 Dead 2;PC;Shooter;0.36;8.5;2530;M;;
Green Day: Rock Band;Wii;Misc;0.36;8.8;11;T;;
999: Nine Hours; Nine Persons;DS;0.03;;;;;
Super Fire ProWrestling Special;SNES;Fighting;0.36;;;;;
Star Fox: Zero;WiiU;Shooter;0.36;7.4;662;E10+;;
SAW;PS3;Action;0.36;6.4;28;M;;
Yuu Yuu Hakusho;SNES;Fighting;0.36;;;;;
Tom Clancy's HAWX 2;X360;Action;0.36;6.3;29;T;;
Kamaitachi no Yoru 2;PS2;Adventure;0.36;;;;;
High Heat Major League Baseball 2004;PS2;Sports;0.36;8.1;12;E;;
Robots;PS2;Action;0.36;6;8;E;;
NARC;PS2;Shooter;0.36;7;21;M;;
One Piece: Gigant Battle!;DS;Fighting;0.36;;;;;
Dragon Ball Z: Attack of the Saiyans;DS;Role-Playing;0.36;7.9;24;E10+;;
My Horse & Me;DS;Sports;0.36;;;;;
Bionic Commando;PS3;Platform;0.36;7.4;62;M;;
Monster Rancher 3;PS2;Simulation;0.36;8.5;23;E;;
The Incredibles: Rise of the Underminer;PS2;Action;0.36;7.1;8;E10+;;
Sword Art Online: Lost Song;PSV;Role-Playing;0.36;7.1;27;T;;
MechWarrior 2: 31st Century Combat;PS;Simulation;0.36;;;;;
Zoo Tycoon (2013);XOne;Simulation;0.36;;;;;
Hamtaro: Ham-Ham Heartbreak;GBA;Action;0.36;9.3;18;E;;
Okage: Shadow King;PS2;Role-Playing;0.36;8.5;14;T;;
Mobile Suit Z-Gundam;PS;Action;0.36;;;;;
Cubix Robots for Everyone: Clash 'n' Bash;GBA;Action;0.36;;;;;
BlazBlue: Calamity Trigger;X360;Fighting;0.36;8.5;70;T;;
Kirby's Dream Land 3;SNES;Platform;0.36;;;;;
Big Bass World Championship;PS;Sports;0.36;;;;;
NFL GameDay 2001;PS2;Sports;0.36;tbd;;E;;
