id;review;type_review;language;score
MaroXX;This game is so overrated its not even funny, its basically hide and seek for 10 hours, with the lamest ending ever. It did nothing that uncharted havent been doing for years, lol its an ok experience at best.;expanded;English;4
Disho;Overrated game. Good intro then everything falls apart. Boring stealth system. Boring Game.;expanded;English;0
kremedved;I love it so much! Great game, design, graphics and sound! Awaiting for a sequel...;expanded;English;10
Manelwiwi;The game that changed my vision of gaming, and I've never get attached to any character more than Ellie and Joel and the relationship between them;normal;English;10
Hackztyle;Best story I have ever played. Ellie is ma favourite character in all the games I have ever played. Theres a lot of good gameplay too. It uses the dualshock 4 controller's features to give us an amazing gameplay unlike anything I had ever seen before. Just amazing!! Will reccomend 10;expanded;English;10
Dani-delta;It is not flawless but the story is F#@king great - as Ellie would say. They made the character so good that you'll completely connect with them in the first few minutes. Any gamer should play this before die;normal;English;10
RemiXd150;The whole game is really authentic and realistic.The story is also very good and there are many unexpected plot twists.;expanded;English;10
mijan;Storytelling masterpiece, not much to add. Can't figure out if game or story expansion is better. Both are sublime.;expanded;English;10
prasajak;The visuals are simply superb, the only issue I have is that some environment textures look a little flat. The sound has no faults that I can see and the soundtrack is just incredible in my opinion. The gameplay is pretty solid for the most part. There are a few segments of the game that are more frustrating than anything but other than that its always exciting. Were this game really shines is its storytelling, which is just a treat to view. The story never bored me at any point and kept me wanting to move forward. Overall I gotta say this game is just a must-play for anybody who calls them selves a gamer, simply amazing.;normal;English;9
philzlz;Playing the game in 2019 on grounded mode was a frustrating and scary experience. Without listening mode and dieing with one shot was tough as nails but felt very satisfying once i had completed it.,,There is not much else to say that has not been said already. It is a beautiful story of friendship and loss that is not easy to forget, the story sticks with you because the characters feel so real, thanks to the fantastic voice acting and sound mixing. It made you care for the characters and keeps you interested until the end.,,I am looking forward to the sequel releasing in 2020, it wont be easy to top one of the best Playstation games but i have high hopes in Naughty Dog.;normal;English;10
Stopdumbingdown;perfect,unbelievable,,typical social injustice to rule them all,,another perfectly mediocre game that does nothing innovative or above average and, yet, is hailed as a “great” game with some people actually labeling this politically Regressive piece of dogma as goat,,unbelievable,,the story, for any adult thinker, was laid out on a yellow brick road and wasnt surprising at all,,regurgitated Regressivism and standard, been there, done that gameplay mechanics define this average game,,story?  typical Regressive politics,characters? social injustice tyranny,mechanics?  yes, not good,,cinematic experience?  lol, yep,accessibility? lol, yep,,i give this politically Regressive game a zero due to the amount of lies and distortions positively associated with this game,,i went in awaiting a great game and came away shaking my head at the naivety of sheeple;normal;English;0
LSUSAINTS14;This has got to be one of the best games i have EVER played from start to finish! The story is so great and you fall in love with the Characters! The game is gorgeous and find myself stopping and just looking around!  i have beaten this game at least 4 times! Highly recommend this game if you have not played it yet! 10/10.;expanded;English;10
